Time (ns),IMSI,SrcCellId,RNTI,TrgtCellId,Type,
5000037759,5,1,24,3,HANDOVER_START_ENB,
5000037759,5,1,24,3,HANDOVER_START_UE,
5000046942,1,1,1,3,HANDOVER_TRIGGERED_ENB,
5000047150,1,1,1,3,HANDOVER_START_ENB,
5000047150,1,1,1,3,HANDOVER_START_UE,
5004214285,7,2,3,2,HANDOVER_OK_UE,
5004214285,3,3,2,3,HANDOVER_OK_UE,
5004214502,7,2,3,2,HANDOVER_OK_ENB,
5004214590,3,3,2,3,HANDOVER_OK_ENB,
5040214285,1,3,4,3,HANDOVER_OK_UE,
5040214502,1,3,4,3,HANDOVER_OK_ENB,
5060214285,6,2,4,2,CONNECTION_ESTABLISHED_UE,
5060214285,6,2,4,2,CONNECTION_ESTABLISHED_ENB,
5065214285,11,1,41,1,CONNECTION_ESTABLISHED_UE,
5065214285,11,1,41,1,CONNECTION_ESTABLISHED_ENB,
5112214285,5,3,3,3,HANDOVER_OK_UE,
5112214502,5,3,3,3,HANDOVER_OK_ENB,
5557214285,12,1,45,1,CONNECTION_ESTABLISHED_UE,
5557214285,12,1,45,1,CONNECTION_ESTABLISHED_ENB,
6000021162,18446744073709551615,2,2,3,HANDOVER_TRIGGERED_ENB,
6000022182,2,2,1,3,HANDOVER_TRIGGERED_ENB,
6000022390,2,2,1,3,HANDOVER_START_ENB,
6000022390,2,2,1,3,HANDOVER_START_UE,
6000036677,8,1,37,3,HANDOVER_TRIGGERED_ENB,
6000036885,8,1,37,3,HANDOVER_START_ENB,
6000036885,8,1,37,3,HANDOVER_START_UE,
6000050205,18446744073709551615,1,1,3,HANDOVER_TRIGGERED_ENB,
6004214285,8,3,6,3,HANDOVER_OK_UE,
6004214502,8,3,6,3,HANDOVER_OK_ENB,
6028214285,2,3,5,3,HANDOVER_OK_UE,
6028214502,2,3,5,3,HANDOVER_OK_ENB,
6820214285,10,2,5,2,CONNECTION_ESTABLISHED_UE,
6820214285,10,2,5,2,CONNECTION_ESTABLISHED_ENB,
7000015241,3,3,2,2,HANDOVER_TRIGGERED_ENB,
7000015449,3,3,2,2,HANDOVER_START_ENB,
7000015449,3,3,2,2,HANDOVER_START_UE,
7000015461,5,3,3,1,HANDOVER_TRIGGERED_ENB,
7000015639,1,3,4,1,HANDOVER_TRIGGERED_ENB,
7000015669,5,3,3,1,HANDOVER_START_ENB,
7000015669,5,3,3,1,HANDOVER_START_UE,
7000015739,11,1,41,2,HANDOVER_TRIGGERED_ENB,
7000015847,1,3,4,1,HANDOVER_START_ENB,
7000015847,1,3,4,1,HANDOVER_START_UE,
7000015917,18446744073709551615,1,39,2,HANDOVER_TRIGGERED_ENB,
7000015947,11,1,41,2,HANDOVER_START_ENB,
7000015947,11,1,41,2,HANDOVER_START_UE,
7000016095,12,1,45,3,HANDOVER_TRIGGERED_ENB,
7000016303,12,1,45,3,HANDOVER_START_ENB,
7000016303,12,1,45,3,HANDOVER_START_UE,
7000029265,9,1,38,2,HANDOVER_TRIGGERED_ENB,
7000029473,9,1,38,2,HANDOVER_START_ENB,
7000029473,9,1,38,2,HANDOVER_START_UE,
7004214285,5,1,46,1,HANDOVER_OK_UE,
7004214285,1,1,47,1,HANDOVER_OK_UE,
7004214285,3,2,6,2,HANDOVER_OK_UE,
7004214285,11,2,7,2,HANDOVER_OK_UE,
7004214285,9,2,8,2,HANDOVER_OK_UE,
7004214285,12,3,7,3,HANDOVER_OK_UE,
7004214502,5,1,46,1,HANDOVER_OK_ENB,
7004214590,1,1,47,1,HANDOVER_OK_ENB,
7004214678,3,2,6,2,HANDOVER_OK_ENB,
7004214766,11,2,7,2,HANDOVER_OK_ENB,
7004214854,9,2,8,2,HANDOVER_OK_ENB,
7004214942,12,3,7,3,HANDOVER_OK_ENB,
8000022234,2,3,5,2,HANDOVER_TRIGGERED_ENB,
8000022442,2,3,5,2,HANDOVER_START_ENB,
8000022442,2,3,5,2,HANDOVER_START_UE,
8000023996,18446744073709551615,3,3,1,HANDOVER_TRIGGERED_ENB,
8000037210,18446744073709551615,3,4,1,HANDOVER_TRIGGERED_ENB,
8000049443,18446744073709551615,3,2,2,HANDOVER_TRIGGERED_ENB,
8004214285,2,2,9,2,HANDOVER_OK_UE,
8004214502,2,2,9,2,HANDOVER_OK_ENB,
9000015500,3,2,6,1,HANDOVER_TRIGGERED_ENB,
9000015708,3,2,6,1,HANDOVER_START_ENB,
9000015708,3,2,6,1,HANDOVER_START_UE,
9000015732,7,2,3,1,HANDOVER_TRIGGERED_ENB,
9000015950,7,2,3,1,HANDOVER_START_ENB,
9000015950,7,2,3,1,HANDOVER_START_UE,
9000016464,1,1,47,3,HANDOVER_TRIGGERED_ENB,
9000016672,1,1,47,3,HANDOVER_START_ENB,
9000016672,1,1,47,3,HANDOVER_START_UE,
9000031425,5,1,46,3,HANDOVER_TRIGGERED_ENB,
9000031633,5,1,46,3,HANDOVER_START_ENB,
9000031633,5,1,46,3,HANDOVER_START_UE,
9000036591,12,3,7,1,HANDOVER_TRIGGERED_ENB,
9000036799,12,3,7,1,HANDOVER_START_ENB,
9000036799,12,3,7,1,HANDOVER_START_UE,
9000038976,8,3,6,1,HANDOVER_TRIGGERED_ENB,
9000039184,8,3,6,1,HANDOVER_START_ENB,
9000039184,8,3,6,1,HANDOVER_START_UE,
9000056718,11,2,7,1,HANDOVER_TRIGGERED_ENB,
9000056926,11,2,7,1,HANDOVER_START_ENB,
9000056926,11,2,7,1,HANDOVER_START_UE,
9000119461,18446744073709551615,3,5,2,HANDOVER_TRIGGERED_ENB,
9000203671,9,2,8,1,HANDOVER_TRIGGERED_ENB,
9000203879,9,2,8,1,HANDOVER_START_ENB,
9000203879,9,2,8,1,HANDOVER_START_UE,
9022214285,3,1,48,1,HANDOVER_OK_UE,
9022214285,12,1,50,1,HANDOVER_OK_UE,
9022214502,3,1,48,1,HANDOVER_OK_ENB,
9022214590,12,1,50,1,HANDOVER_OK_ENB,
9028214285,9,1,53,1,HANDOVER_OK_UE,
9028214502,9,1,53,1,HANDOVER_OK_ENB,
9034214285,8,1,51,1,HANDOVER_OK_UE,
9034214502,8,1,51,1,HANDOVER_OK_ENB,
9046214285,5,3,9,3,HANDOVER_OK_UE,
9046214502,5,3,9,3,HANDOVER_OK_ENB,
9052214285,7,1,49,1,HANDOVER_OK_UE,
9052214285,1,3,8,3,HANDOVER_OK_UE,
9052214502,7,1,49,1,HANDOVER_OK_ENB,
9052214590,1,3,8,3,HANDOVER_OK_ENB,
9130214285,11,1,52,1,HANDOVER_OK_UE,
9130214502,11,1,52,1,HANDOVER_OK_ENB,
10000015310,18446744073709551615,2,3,1,HANDOVER_TRIGGERED_ENB,
10000015488,18446744073709551615,2,7,1,HANDOVER_TRIGGERED_ENB,
10000015503,18446744073709551615,3,6,1,HANDOVER_TRIGGERED_ENB,
10000015681,18446744073709551615,3,7,1,HANDOVER_TRIGGERED_ENB,
10000016242,18446744073709551615,2,8,1,HANDOVER_TRIGGERED_ENB,
10000016525,18446744073709551615,1,47,3,HANDOVER_TRIGGERED_ENB,
10000020228,18446744073709551615,2,6,1,HANDOVER_TRIGGERED_ENB,
10000029063,18446744073709551615,1,46,3,HANDOVER_TRIGGERED_ENB,
11000036273,12,1,50,3,HANDOVER_TRIGGERED_ENB,
11000036481,12,1,50,3,HANDOVER_START_ENB,
11000036481,12,1,50,3,HANDOVER_START_UE,
11000036708,1,3,8,1,HANDOVER_TRIGGERED_ENB,
11000036916,1,3,8,1,HANDOVER_START_ENB,
11000036916,1,3,8,1,HANDOVER_START_UE,
11000038942,7,1,49,2,HANDOVER_TRIGGERED_ENB,
11000039133,11,1,52,2,HANDOVER_TRIGGERED_ENB,
11000039150,7,1,49,2,HANDOVER_START_ENB,
11000039150,7,1,49,2,HANDOVER_START_UE,
11000039311,8,1,51,3,HANDOVER_TRIGGERED_ENB,
11000039341,11,1,52,2,HANDOVER_START_ENB,
11000039341,11,1,52,2,HANDOVER_START_UE,
11000039519,8,1,51,3,HANDOVER_START_ENB,
11000039519,8,1,51,3,HANDOVER_START_UE,
11000044507,5,3,9,1,HANDOVER_TRIGGERED_ENB,
11000044715,5,3,9,1,HANDOVER_START_ENB,
11000044715,5,3,9,1,HANDOVER_START_UE,
11000052309,3,1,48,2,HANDOVER_TRIGGERED_ENB,
11000052517,3,1,48,2,HANDOVER_START_ENB,
11000052517,3,1,48,2,HANDOVER_START_UE,
11004214285,1,1,54,1,HANDOVER_OK_UE,
11004214285,5,1,55,1,HANDOVER_OK_UE,
11004214285,7,2,10,2,HANDOVER_OK_UE,
11004214285,11,2,11,2,HANDOVER_OK_UE,
11004214285,3,2,12,2,HANDOVER_OK_UE,
11004214285,12,3,10,3,HANDOVER_OK_UE,
11004214285,8,3,11,3,HANDOVER_OK_UE,
11004214502,1,1,54,1,HANDOVER_OK_ENB,
11004214590,5,1,55,1,HANDOVER_OK_ENB,
11004214678,7,2,10,2,HANDOVER_OK_ENB,
11004214766,11,2,11,2,HANDOVER_OK_ENB,
11004214854,3,2,12,2,HANDOVER_OK_ENB,
11004214942,12,3,10,3,HANDOVER_OK_ENB,
11004215030,8,3,11,3,HANDOVER_OK_ENB,
12000015345,18446744073709551615,1,52,2,HANDOVER_TRIGGERED_ENB,
12000015470,18446744073709551615,3,9,1,HANDOVER_TRIGGERED_ENB,
12000015610,18446744073709551615,1,51,3,HANDOVER_TRIGGERED_ENB,
12000015648,18446744073709551615,3,8,1,HANDOVER_TRIGGERED_ENB,
12000015788,18446744073709551615,1,50,3,HANDOVER_TRIGGERED_ENB,
12000017941,18446744073709551615,1,49,2,HANDOVER_TRIGGERED_ENB,
12000060510,18446744073709551615,1,48,2,HANDOVER_TRIGGERED_ENB,
13000021274,4,3,1,1,HANDOVER_TRIGGERED_ENB,
13000021434,2,2,9,1,HANDOVER_TRIGGERED_ENB,
13000021482,4,3,1,1,HANDOVER_START_ENB,
13000021482,4,3,1,1,HANDOVER_START_UE,
13000021642,2,2,9,1,HANDOVER_START_ENB,
13000021642,2,2,9,1,HANDOVER_START_UE,
13000036446,9,1,53,2,HANDOVER_TRIGGERED_ENB,
13000036654,9,1,53,2,HANDOVER_START_ENB,
13000036654,9,1,53,2,HANDOVER_START_UE,
13004214285,2,1,57,1,HANDOVER_OK_UE,
13004214285,9,2,13,2,HANDOVER_OK_UE,
13004214502,2,1,57,1,HANDOVER_OK_ENB,
13004214590,9,2,13,2,HANDOVER_OK_ENB,
13040214285,4,1,56,1,HANDOVER_OK_UE,
13040214502,4,1,56,1,HANDOVER_OK_ENB,
14000023057,18446744073709551615,2,9,1,HANDOVER_TRIGGERED_ENB,
14000036322,18446744073709551615,3,1,1,HANDOVER_TRIGGERED_ENB,
14000053352,18446744073709551615,1,53,2,HANDOVER_TRIGGERED_ENB,
15000015555,8,3,11,1,HANDOVER_TRIGGERED_ENB,
15000015733,12,3,10,1,HANDOVER_TRIGGERED_ENB,
15000015763,8,3,11,1,HANDOVER_START_ENB,
15000015763,8,3,11,1,HANDOVER_START_UE,
15000015803,9,2,13,3,HANDOVER_TRIGGERED_ENB,
15000015941,12,3,10,1,HANDOVER_START_ENB,
15000015941,12,3,10,1,HANDOVER_START_UE,
15000016011,9,2,13,3,HANDOVER_START_ENB,
15000016011,9,2,13,3,HANDOVER_START_UE,
15000021600,4,1,56,3,HANDOVER_TRIGGERED_ENB,
15000021808,4,1,56,3,HANDOVER_START_ENB,
15000021808,4,1,56,3,HANDOVER_START_UE,
15000022041,5,1,55,3,HANDOVER_TRIGGERED_ENB,
15000022249,5,1,55,3,HANDOVER_START_ENB,
15000022249,5,1,55,3,HANDOVER_START_UE,
15000022658,3,2,12,3,HANDOVER_TRIGGERED_ENB,
15000022866,3,2,12,3,HANDOVER_START_ENB,
15000022866,3,2,12,3,HANDOVER_START_UE,
15000035029,7,2,10,3,HANDOVER_TRIGGERED_ENB,
15000035086,1,1,54,3,HANDOVER_TRIGGERED_ENB,
15000035237,7,2,10,3,HANDOVER_START_ENB,
15000035237,7,2,10,3,HANDOVER_START_UE,
15000035294,1,1,54,3,HANDOVER_START_ENB,
15000035294,1,1,54,3,HANDOVER_START_UE,
15000035872,10,2,5,3,HANDOVER_TRIGGERED_ENB,
15000036080,10,2,5,3,HANDOVER_START_ENB,
15000036080,10,2,5,3,HANDOVER_START_UE,
15000038906,2,1,57,2,HANDOVER_TRIGGERED_ENB,
15000039114,2,1,57,2,HANDOVER_START_ENB,
15000039114,2,1,57,2,HANDOVER_START_UE,
15000042491,11,2,11,3,HANDOVER_TRIGGERED_ENB,
15000042699,11,2,11,3,HANDOVER_START_ENB,
15000042699,11,2,11,3,HANDOVER_START_UE,
15004214285,2,2,14,2,HANDOVER_OK_UE,
15004214285,9,3,12,3,HANDOVER_OK_UE,
15004214285,4,3,13,3,HANDOVER_OK_UE,
15004214502,2,2,14,2,HANDOVER_OK_ENB,
15004214590,9,3,12,3,HANDOVER_OK_ENB,
15004214678,4,3,13,3,HANDOVER_OK_ENB,
15010214285,3,3,15,3,HANDOVER_OK_UE,
15010214502,3,3,15,3,HANDOVER_OK_ENB,
15016214285,5,3,14,3,HANDOVER_OK_UE,
15016214285,10,3,18,3,HANDOVER_OK_UE,
15016214502,5,3,14,3,HANDOVER_OK_ENB,
15016214590,10,3,18,3,HANDOVER_OK_ENB,
15028214285,11,3,19,3,HANDOVER_OK_UE,
15028214502,11,3,19,3,HANDOVER_OK_ENB,
15046214285,12,1,59,1,HANDOVER_OK_UE,
15046214502,12,1,59,1,HANDOVER_OK_ENB,
15058214285,7,3,16,3,HANDOVER_OK_UE,
15058214502,7,3,16,3,HANDOVER_OK_ENB,
15070214285,1,3,17,3,HANDOVER_OK_UE,
15070214502,1,3,17,3,HANDOVER_OK_ENB,
15166214285,8,1,58,1,HANDOVER_OK_UE,
15166214502,8,1,58,1,HANDOVER_OK_ENB,
16000035158,18446744073709551615,2,13,3,HANDOVER_TRIGGERED_ENB,
16000036104,18446744073709551615,2,12,3,HANDOVER_TRIGGERED_ENB,
16000038212,18446744073709551615,1,57,2,HANDOVER_TRIGGERED_ENB,
16000039800,18446744073709551615,1,55,3,HANDOVER_TRIGGERED_ENB,
16000039851,18446744073709551615,2,11,3,HANDOVER_TRIGGERED_ENB,
16000041108,18446744073709551615,1,56,3,HANDOVER_TRIGGERED_ENB,
16000054737,18446744073709551615,1,54,3,HANDOVER_TRIGGERED_ENB,
17000022262,4,3,13,1,HANDOVER_TRIGGERED_ENB,
17000022440,7,3,16,2,HANDOVER_TRIGGERED_ENB,
17000022470,4,3,13,1,HANDOVER_START_ENB,
17000022470,4,3,13,1,HANDOVER_START_UE,
17000022648,7,3,16,2,HANDOVER_START_ENB,
17000022648,7,3,16,2,HANDOVER_START_UE,
17000023124,10,3,18,2,HANDOVER_TRIGGERED_ENB,
17000023332,10,3,18,2,HANDOVER_START_ENB,
17000023332,10,3,18,2,HANDOVER_START_UE,
17000025832,12,1,59,3,HANDOVER_TRIGGERED_ENB,
17000026040,12,1,59,3,HANDOVER_START_ENB,
17000026040,12,1,59,3,HANDOVER_START_UE,
17000036279,3,3,15,2,HANDOVER_TRIGGERED_ENB,
17000036487,3,3,15,2,HANDOVER_START_ENB,
17000036487,3,3,15,2,HANDOVER_START_UE,
17000036502,5,3,14,1,HANDOVER_TRIGGERED_ENB,
17000036680,11,3,19,2,HANDOVER_TRIGGERED_ENB,
17000036710,5,3,14,1,HANDOVER_START_ENB,
17000036710,5,3,14,1,HANDOVER_START_UE,
17000036858,9,3,12,1,HANDOVER_TRIGGERED_ENB,
17000036888,11,3,19,2,HANDOVER_START_ENB,
17000036888,11,3,19,2,HANDOVER_START_UE,
17000037066,9,3,12,1,HANDOVER_START_ENB,
17000037066,9,3,12,1,HANDOVER_START_UE,
17000048713,1,3,17,1,HANDOVER_TRIGGERED_ENB,
17000048921,1,3,17,1,HANDOVER_START_ENB,
17000048921,1,3,17,1,HANDOVER_START_UE,
17000050859,8,1,58,3,HANDOVER_TRIGGERED_ENB,
17000051067,8,1,58,3,HANDOVER_START_ENB,
17000051067,8,1,58,3,HANDOVER_START_UE,
17004214285,5,1,61,1,HANDOVER_OK_UE,
17004214285,9,1,62,1,HANDOVER_OK_UE,
17004214285,1,1,63,1,HANDOVER_OK_UE,
17004214285,7,2,15,2,HANDOVER_OK_UE,
17004214285,10,2,16,2,HANDOVER_OK_UE,
17004214285,3,2,17,2,HANDOVER_OK_UE,
17004214285,11,2,18,2,HANDOVER_OK_UE,
17004214285,12,3,20,3,HANDOVER_OK_UE,
17004214285,8,3,21,3,HANDOVER_OK_UE,
17004214502,5,1,61,1,HANDOVER_OK_ENB,
17004214590,9,1,62,1,HANDOVER_OK_ENB,
17004214678,1,1,63,1,HANDOVER_OK_ENB,
17004214766,7,2,15,2,HANDOVER_OK_ENB,
17004214854,10,2,16,2,HANDOVER_OK_ENB,
17004214942,3,2,17,2,HANDOVER_OK_ENB,
17004215030,11,2,18,2,HANDOVER_OK_ENB,
17004215118,12,3,20,3,HANDOVER_OK_ENB,
17004215206,8,3,21,3,HANDOVER_OK_ENB,
17112214285,4,1,60,1,HANDOVER_OK_UE,
17112214502,4,1,60,1,HANDOVER_OK_ENB,
18000035261,18446744073709551615,3,17,1,HANDOVER_TRIGGERED_ENB,
18000035439,18446744073709551615,3,18,2,HANDOVER_TRIGGERED_ENB,
18000035617,18446744073709551615,3,19,2,HANDOVER_TRIGGERED_ENB,
18000035795,18446744073709551615,3,13,1,HANDOVER_TRIGGERED_ENB,
18000035973,18446744073709551615,3,14,1,HANDOVER_TRIGGERED_ENB,
18000036151,18446744073709551615,3,15,2,HANDOVER_TRIGGERED_ENB,
18000037006,18446744073709551615,3,16,2,HANDOVER_TRIGGERED_ENB,
18000038591,18446744073709551615,1,59,3,HANDOVER_TRIGGERED_ENB,
18000040780,18446744073709551615,3,12,1,HANDOVER_TRIGGERED_ENB,
18000044344,2,2,14,1,HANDOVER_TRIGGERED_ENB,
18000044552,2,2,14,1,HANDOVER_START_ENB,
18000044552,2,2,14,1,HANDOVER_START_UE,
18000050158,18446744073709551615,1,58,3,HANDOVER_TRIGGERED_ENB,
18004214285,2,1,64,1,HANDOVER_OK_UE,
18004214502,2,1,64,1,HANDOVER_OK_ENB,
19000026174,5,1,61,2,HANDOVER_TRIGGERED_ENB,
19000026382,5,1,61,2,HANDOVER_START_ENB,
19000026382,5,1,61,2,HANDOVER_START_UE,
19000030817,1,1,63,2,HANDOVER_TRIGGERED_ENB,
19000031025,1,1,63,2,HANDOVER_START_ENB,
19000031025,1,1,63,2,HANDOVER_START_UE,
19000039032,9,1,62,2,HANDOVER_TRIGGERED_ENB,
19000039240,9,1,62,2,HANDOVER_START_ENB,
19000039240,9,1,62,2,HANDOVER_START_UE,
19000039674,18446744073709551615,2,14,3,HANDOVER_TRIGGERED_ENB,
19000055597,4,1,60,3,HANDOVER_TRIGGERED_ENB,
19000055805,4,1,60,3,HANDOVER_START_ENB,
19000055805,4,1,60,3,HANDOVER_START_UE,
19004214285,5,2,19,2,HANDOVER_OK_UE,
19004214285,1,2,20,2,HANDOVER_OK_UE,
19004214285,9,2,21,2,HANDOVER_OK_UE,
19004214285,4,3,22,3,HANDOVER_OK_UE,
19004214502,5,2,19,2,HANDOVER_OK_ENB,
19004214590,1,2,20,2,HANDOVER_OK_ENB,
19004214678,9,2,21,2,HANDOVER_OK_ENB,
19004214766,4,3,22,3,HANDOVER_OK_ENB,
