Time (ns),IMSI,SrcCellId,RNTI,TrgtCellId,Type,
34200001000,6,1,4,2,HANDOVER_TRIGGERED_ENB,
34210001000,6,1,4,2,HANDOVER_CANCELLED_RIC,
34400001000,4,3,1,2,HANDOVER_TRIGGERED_ENB,
34410001000,4,3,1,2,HANDOVER_CANCELLED_RIC,
34440001000,6,1,4,2,HANDOVER_TRIGGERED_ENB,
34450001000,6,1,4,2,HANDOVER_CANCELLED_RIC,
34640001000,4,3,1,2,HANDOVER_TRIGGERED_ENB,
34650001000,4,3,1,2,HANDOVER_CANCELLED_RIC,
34680001000,6,1,4,2,HANDOVER_TRIGGERED_ENB,
34690001000,6,1,4,2,HANDOVER_CANCELLED_RIC,
34880001000,4,3,1,2,HANDOVER_TRIGGERED_ENB,
34890001000,4,3,1,2,HANDOVER_CANCELLED_RIC,
34920001000,6,1,4,2,HANDOVER_TRIGGERED_ENB,
34930001000,6,1,4,2,HANDOVER_CANCELLED_RIC,
35120001000,4,3,1,2,HANDOVER_TRIGGERED_ENB,
35130001000,4,3,1,2,HANDOVER_CANCELLED_RIC,
35160001000,6,1,4,2,HANDOVER_TRIGGERED_ENB,
35170001000,6,1,4,2,HANDOVER_CANCELLED_RIC,
35360001000,4,3,1,2,HANDOVER_TRIGGERED_ENB,
35370001000,4,3,1,2,HANDOVER_CANCELLED_RIC,
35400001000,6,1,4,2,HANDOVER_TRIGGERED_ENB,
35410001000,6,1,4,2,HANDOVER_CANCELLED_RIC,
35600001000,4,3,1,2,HANDOVER_TRIGGERED_ENB,
35610001000,4,3,1,2,HANDOVER_CANCELLED_RIC,
35640001000,6,1,4,2,HANDOVER_TRIGGERED_ENB,
35650001000,6,1,4,2,HANDOVER_CANCELLED_RIC,
35840001000,4,3,1,2,HANDOVER_TRIGGERED_ENB,
35850001000,4,3,1,2,HANDOVER_CANCELLED_RIC,
35880001000,6,1,4,2,HANDOVER_TRIGGERED_ENB,
35890001000,6,1,4,2,HANDOVER_CANCELLED_RIC,
36080001000,4,3,1,2,HANDOVER_TRIGGERED_ENB,
36090001000,4,3,1,2,HANDOVER_CANCELLED_RIC,
36120001000,6,1,4,2,HANDOVER_TRIGGERED_ENB,
36130001000,6,1,4,2,HANDOVER_CANCELLED_RIC,
36320001000,4,3,1,2,HANDOVER_TRIGGERED_ENB,
36330001000,4,3,1,2,HANDOVER_CANCELLED_RIC,
36360001000,6,1,4,2,HANDOVER_TRIGGERED_ENB,
36370001000,6,1,4,2,HANDOVER_CANCELLED_RIC,
36560001000,4,3,1,2,HANDOVER_TRIGGERED_ENB,
36570001000,4,3,1,2,HANDOVER_CANCELLED_RIC,
36600001000,6,1,4,2,HANDOVER_TRIGGERED_ENB,
36610001000,6,1,4,2,HANDOVER_CANCELLED_RIC,
36800001000,4,3,1,2,HANDOVER_TRIGGERED_ENB,
36810001000,4,3,1,2,HANDOVER_CANCELLED_RIC,
36840001000,6,1,4,2,HANDOVER_TRIGGERED_ENB,
36850001000,6,1,4,2,HANDOVER_CANCELLED_RIC,
37040001000,4,3,1,2,HANDOVER_TRIGGERED_ENB,
37050001000,4,3,1,2,HANDOVER_CANCELLED_RIC,
37080001000,6,1,4,2,HANDOVER_TRIGGERED_ENB,
37090001000,6,1,4,2,HANDOVER_CANCELLED_RIC,
37280001000,4,3,1,2,HANDOVER_TRIGGERED_ENB,
37290001000,4,3,1,2,HANDOVER_CANCELLED_RIC,
37320001000,6,1,4,2,HANDOVER_TRIGGERED_ENB,
37330001000,6,1,4,2,HANDOVER_CANCELLED_RIC,
37520001000,4,3,1,2,HANDOVER_TRIGGERED_ENB,
37530001000,4,3,1,2,HANDOVER_CANCELLED_RIC,
37560001000,6,1,4,2,HANDOVER_TRIGGERED_ENB,
37570001000,6,1,4,2,HANDOVER_CANCELLED_RIC,
37760001000,4,3,1,2,HANDOVER_TRIGGERED_ENB,
37770001000,4,3,1,2,HANDOVER_CANCELLED_RIC,
37800001000,6,1,4,2,HANDOVER_TRIGGERED_ENB,
37810001000,6,1,4,2,HANDOVER_CANCELLED_RIC,
38000001000,4,3,1,2,HANDOVER_TRIGGERED_ENB,
38010001000,4,3,1,2,HANDOVER_CANCELLED_RIC,
38040001000,6,1,4,2,HANDOVER_TRIGGERED_ENB,
38050001161,6,1,4,3,HANDOVER_START_ENB,
38050001161,6,1,4,3,HANDOVER_START_UE,
38054214285,6,3,2,3,HANDOVER_OK_UE,
38054214484,6,3,2,3,HANDOVER_OK_ENB,
38240001000,4,3,1,2,HANDOVER_TRIGGERED_ENB,
38250001000,4,3,1,2,HANDOVER_CANCELLED_RIC,
38440001000,6,3,2,2,HANDOVER_TRIGGERED_ENB,
38450001000,6,3,2,2,HANDOVER_CANCELLED_RIC,
38480001000,4,3,1,2,HANDOVER_TRIGGERED_ENB,
38490001000,4,3,1,2,HANDOVER_CANCELLED_RIC,
38680001000,6,3,2,2,HANDOVER_TRIGGERED_ENB,
38690001000,6,3,2,2,HANDOVER_CANCELLED_RIC,
38720001000,4,3,1,2,HANDOVER_TRIGGERED_ENB,
38730001000,4,3,1,2,HANDOVER_CANCELLED_RIC,
38920001000,6,3,2,2,HANDOVER_TRIGGERED_ENB,
38930001000,6,3,2,2,HANDOVER_CANCELLED_RIC,
38960001000,4,3,1,2,HANDOVER_TRIGGERED_ENB,
38970001000,4,3,1,2,HANDOVER_CANCELLED_RIC,
39160001000,6,3,2,2,HANDOVER_TRIGGERED_ENB,
39170001000,6,3,2,2,HANDOVER_CANCELLED_RIC,
39200001000,4,3,1,2,HANDOVER_TRIGGERED_ENB,
39210001000,4,3,1,2,HANDOVER_CANCELLED_RIC,
39400001000,6,3,2,2,HANDOVER_TRIGGERED_ENB,
39410001000,6,3,2,2,HANDOVER_CANCELLED_RIC,
39440001000,4,3,1,2,HANDOVER_TRIGGERED_ENB,
39450001000,4,3,1,2,HANDOVER_CANCELLED_RIC,
39640001000,6,3,2,2,HANDOVER_TRIGGERED_ENB,
39650001000,6,3,2,2,HANDOVER_CANCELLED_RIC,
39680001000,4,3,1,2,HANDOVER_TRIGGERED_ENB,
39690001000,4,3,1,2,HANDOVER_CANCELLED_RIC,
39920001000,4,3,1,2,HANDOVER_TRIGGERED_ENB,
39930001000,4,3,1,2,HANDOVER_CANCELLED_RIC,
40020214285,6,2,1,2,CONNECTION_ESTABLISHED_UE,
40020214285,6,2,1,2,CONNECTION_ESTABLISHED_ENB,
40160001000,4,3,1,2,HANDOVER_TRIGGERED_ENB,
40170001000,4,3,1,2,HANDOVER_CANCELLED_RIC,
40400001000,4,3,1,2,HANDOVER_TRIGGERED_ENB,
40410001000,4,3,1,2,HANDOVER_CANCELLED_RIC,
40640001000,4,3,1,2,HANDOVER_TRIGGERED_ENB,
40650001000,4,3,1,2,HANDOVER_CANCELLED_RIC,
40880001000,4,3,1,2,HANDOVER_TRIGGERED_ENB,
40890001000,4,3,1,2,HANDOVER_CANCELLED_RIC,
41120001000,4,3,1,2,HANDOVER_TRIGGERED_ENB,
41130001000,4,3,1,2,HANDOVER_CANCELLED_RIC,
41360001000,4,3,1,2,HANDOVER_TRIGGERED_ENB,
41370001000,4,3,1,2,HANDOVER_CANCELLED_RIC,
41600001000,4,3,1,2,HANDOVER_TRIGGERED_ENB,
41610001000,4,3,1,2,HANDOVER_CANCELLED_RIC,
41840001000,4,3,1,2,HANDOVER_TRIGGERED_ENB,
41850001000,4,3,1,2,HANDOVER_CANCELLED_RIC,
42080001000,4,3,1,2,HANDOVER_TRIGGERED_ENB,
42090001000,4,3,1,2,HANDOVER_CANCELLED_RIC,
42320001000,4,3,1,2,HANDOVER_TRIGGERED_ENB,
42330001000,4,3,1,2,HANDOVER_CANCELLED_RIC,
42560001000,4,3,1,2,HANDOVER_TRIGGERED_ENB,
42570001000,4,3,1,2,HANDOVER_CANCELLED_RIC,
42800001000,4,3,1,2,HANDOVER_TRIGGERED_ENB,
42810001000,4,3,1,2,HANDOVER_CANCELLED_RIC,
43220214285,4,2,2,2,CONNECTION_ESTABLISHED_UE,
43220214285,4,2,2,2,CONNECTION_ESTABLISHED_ENB,
49680001000,3,1,5,2,HANDOVER_TRIGGERED_ENB,
49690001161,3,1,5,3,HANDOVER_START_ENB,
49690001161,3,1,5,3,HANDOVER_START_UE,
49694214285,3,3,3,3,HANDOVER_OK_UE,
49694214484,3,3,3,3,HANDOVER_OK_ENB,
50040001000,3,3,3,2,HANDOVER_TRIGGERED_ENB,
50050001000,3,3,3,2,HANDOVER_CANCELLED_RIC,
50280001000,3,3,3,2,HANDOVER_TRIGGERED_ENB,
50290001000,3,3,3,2,HANDOVER_CANCELLED_RIC,
50520001000,3,3,3,2,HANDOVER_TRIGGERED_ENB,
50530001000,3,3,3,2,HANDOVER_CANCELLED_RIC,
50760001000,3,3,3,2,HANDOVER_TRIGGERED_ENB,
50770001000,3,3,3,2,HANDOVER_CANCELLED_RIC,
51000001000,3,3,3,2,HANDOVER_TRIGGERED_ENB,
51010001000,3,3,3,2,HANDOVER_CANCELLED_RIC,
51240001000,3,3,3,2,HANDOVER_TRIGGERED_ENB,
51250001000,3,3,3,2,HANDOVER_CANCELLED_RIC,
51480001000,3,3,3,2,HANDOVER_TRIGGERED_ENB,
51490001000,3,3,3,2,HANDOVER_CANCELLED_RIC,
51720001000,3,3,3,2,HANDOVER_TRIGGERED_ENB,
51730001000,3,3,3,2,HANDOVER_CANCELLED_RIC,
51960001000,3,3,3,2,HANDOVER_TRIGGERED_ENB,
51970001000,3,3,3,2,HANDOVER_CANCELLED_RIC,
52200001000,3,3,3,2,HANDOVER_TRIGGERED_ENB,
52210001000,3,3,3,2,HANDOVER_CANCELLED_RIC,
52440001000,3,3,3,2,HANDOVER_TRIGGERED_ENB,
52450001000,3,3,3,2,HANDOVER_CANCELLED_RIC,
52680001000,3,3,3,2,HANDOVER_TRIGGERED_ENB,
52690001000,3,3,3,2,HANDOVER_CANCELLED_RIC,
52920001000,3,3,3,2,HANDOVER_TRIGGERED_ENB,
52930001000,3,3,3,2,HANDOVER_CANCELLED_RIC,
53160001000,3,3,3,2,HANDOVER_TRIGGERED_ENB,
53170001000,3,3,3,2,HANDOVER_CANCELLED_RIC,
53400001000,3,3,3,2,HANDOVER_TRIGGERED_ENB,
53410001000,3,3,3,2,HANDOVER_CANCELLED_RIC,
53640001000,3,3,3,2,HANDOVER_TRIGGERED_ENB,
53650001000,3,3,3,2,HANDOVER_CANCELLED_RIC,
53880001000,3,3,3,2,HANDOVER_TRIGGERED_ENB,
53890001000,3,3,3,2,HANDOVER_CANCELLED_RIC,
54120001000,3,3,3,2,HANDOVER_TRIGGERED_ENB,
54130001000,3,3,3,2,HANDOVER_CANCELLED_RIC,
54360001000,3,3,3,2,HANDOVER_TRIGGERED_ENB,
54370001000,3,3,3,2,HANDOVER_CANCELLED_RIC,
54600001000,3,3,3,2,HANDOVER_TRIGGERED_ENB,
54610001000,3,3,3,2,HANDOVER_CANCELLED_RIC,
54840001000,3,3,3,2,HANDOVER_TRIGGERED_ENB,
54850001000,3,3,3,2,HANDOVER_CANCELLED_RIC,
55080001000,3,3,3,2,HANDOVER_TRIGGERED_ENB,
55090001000,3,3,3,2,HANDOVER_CANCELLED_RIC,
55320001000,3,3,3,2,HANDOVER_TRIGGERED_ENB,
55330001000,3,3,3,2,HANDOVER_CANCELLED_RIC,
55560001000,3,3,3,2,HANDOVER_TRIGGERED_ENB,
55570001000,3,3,3,2,HANDOVER_CANCELLED_RIC,
55800001000,3,3,3,2,HANDOVER_TRIGGERED_ENB,
55810001000,3,3,3,2,HANDOVER_CANCELLED_RIC,
56040001000,3,3,3,2,HANDOVER_TRIGGERED_ENB,
56050001000,3,3,3,2,HANDOVER_CANCELLED_RIC,
56280001000,3,3,3,2,HANDOVER_TRIGGERED_ENB,
56290001000,3,3,3,2,HANDOVER_CANCELLED_RIC,
56520001000,3,3,3,2,HANDOVER_TRIGGERED_ENB,
56530001000,3,3,3,2,HANDOVER_CANCELLED_RIC,
56760001000,3,3,3,2,HANDOVER_TRIGGERED_ENB,
56770001000,3,3,3,2,HANDOVER_CANCELLED_RIC,
57000001000,3,3,3,2,HANDOVER_TRIGGERED_ENB,
57010001000,3,3,3,2,HANDOVER_CANCELLED_RIC,
57240001000,3,3,3,2,HANDOVER_TRIGGERED_ENB,
57250001000,3,3,3,2,HANDOVER_CANCELLED_RIC,
57480001000,3,3,3,2,HANDOVER_TRIGGERED_ENB,
57490001000,3,3,3,2,HANDOVER_CANCELLED_RIC,
57720001000,3,3,3,2,HANDOVER_TRIGGERED_ENB,
57730001000,3,3,3,2,HANDOVER_CANCELLED_RIC,
57960001000,3,3,3,2,HANDOVER_TRIGGERED_ENB,
57970001000,3,3,3,2,HANDOVER_CANCELLED_RIC,
58200001000,3,3,3,2,HANDOVER_TRIGGERED_ENB,
58210001000,3,3,3,2,HANDOVER_CANCELLED_RIC,
58440001000,3,3,3,2,HANDOVER_TRIGGERED_ENB,
58450001000,3,3,3,2,HANDOVER_CANCELLED_RIC,
58680001000,3,3,3,2,HANDOVER_TRIGGERED_ENB,
58690001000,3,3,3,2,HANDOVER_CANCELLED_RIC,
58920001000,3,3,3,2,HANDOVER_TRIGGERED_ENB,
58930001000,3,3,3,2,HANDOVER_CANCELLED_RIC,
59160001000,3,3,3,2,HANDOVER_TRIGGERED_ENB,
59170001000,3,3,3,2,HANDOVER_CANCELLED_RIC,
59400001000,3,3,3,2,HANDOVER_TRIGGERED_ENB,
59410001000,3,3,3,2,HANDOVER_CANCELLED_RIC,
59640001000,3,3,3,2,HANDOVER_TRIGGERED_ENB,
59650001000,3,3,3,2,HANDOVER_CANCELLED_RIC,
59880001000,3,3,3,2,HANDOVER_TRIGGERED_ENB,
59890001000,3,3,3,2,HANDOVER_CANCELLED_RIC,
